"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.endothelial","log2fold_change","Auc"
"245","BMP8A","hurdle",0.240134201279975,3.760522,4.738768,0.978246,0.47
"194","ATXN2L","hurdle",0.688195652737821,2.563481,3.270529,0.707048,0.47
"191","ATP8B5P","hurdle",0.00156032421212351,2.120702,5.635174,3.514472,0.47
"3304","ZNF710","hurdle",0.0555834415801717,1.20636,3.129283,1.922923,0.469
"3285","ZNF461","hurdle",0.257148681591196,3.095128,5.507795,2.412667,0.469
"3264","ZNF138","hurdle",0.00590210529130648,5.134794,6.982423,1.847629,0.469
"3198","WDR5","hurdle",0.115143406267418,1.859294,2.608809,0.749515,0.469
"3194","WDR20","hurdle",0.851684311590804,3.617928,4.149747,0.531819,0.469
"3158","USP6NL","hurdle",0.0540622162878661,1.528524,3.321928,1.793404,0.469
"2985","TMCO3","hurdle",0.0106707989799126,3.129127,4.882643,1.753516,0.469
"2901","TBC1D12","hurdle",0.543764874585445,5.164091,6.962896,1.798805,0.469
"2739","SNORD27","hurdle",0.0500369626973666,-0.1764044,1.1043367,1.2807411,0.469
"2678","SMARCC2","hurdle",0.0790969104015723,6.39371,7.246978,0.853268000000001,0.469
"2658","SLC7A6OS","hurdle",0.207122886517151,2.534644,3.240314,0.70567,0.469
"2261","PTGR1","hurdle",0.125471737948975,3.883658,4.395748,0.51209,0.469
"1618","LOC728024","hurdle",0.142782932389425,1.962078,2.548437,0.586359,0.469
"950","FAM200A","hurdle",0.0440017906640153,1.619922,3.867896,2.247974,0.469
"338","C22orf13","hurdle",0.747258247744528,4.691302,5.692092,1.00079,0.469
"312","C19orf52","hurdle",0.0430826840142951,1.486399,4.013462,2.527063,0.469
"21","ACMSD","hurdle",0.0280605078836912,1.012198,3.661065,2.648867,0.469
"3269","ZNF267","hurdle",0.015207245833081,2.787385,5.483816,2.696431,0.468
"3160","USPL1","hurdle",0.149676028698301,5.874268,6.521208,0.64694,0.468
"2953","THAP3","hurdle",0.303569881317116,3.145831,4.074677,0.928846000000001,0.468
"2796","SPECC1L","hurdle",0.195279732101339,5.241538,6.029011,0.787472999999999,0.468
"2068","PDCD2L","hurdle",0.467356601596528,2.466344,3.446256,0.979912,0.468
"527","CERS4","hurdle",0.107360615058533,0.8941314,1.9634741,1.0693427,0.468
"311","C19orf48","hurdle",0.0485994257830777,2.653622,5.375039,2.721417,0.468
"227","BCL7B","hurdle",0.021501065510967,3.023958,5.602884,2.578926,0.468
"11","ABHD5","hurdle",0.309021458836829,5.277213,5.791814,0.514601,0.468
"3130","UBTD2","hurdle",0.183994261156361,3.140285,3.990955,0.85067,0.467
"2740","SNORD28","hurdle",0.0577551759745164,0.274332,1.321928,1.047596,0.467
"2066","PCYT2","hurdle",0.15926279035974,1.211071,1.827819,0.616748,0.467
"1622","LOC729234","hurdle",0.116815731214712,3.46905,4.354029,0.884979,0.467
"992","FBXW8","hurdle",0.10755781929182,2.272643,3.566815,1.294172,0.467
"860","EIF4EBP2","hurdle",0.0997999285219166,6.22929,7.510566,1.281276,0.467
"688","CWC22","hurdle",0.00811429265184195,6.17615,7.859224,1.683074,0.467
"666","CTBS","hurdle",0.451342451825393,3.210777,5.040016,1.829239,0.467
"405","CAPN3","hurdle",0.792454406805305,6.30285,7.342519,1.039669,0.467
"3128","UBOX5","hurdle",0.676657301062906,3.21957,3.93546,0.71589,0.466
"2691","SNAPC1","hurdle",0.791636909264207,4.31141,5.402586,1.091176,0.466
"2230","PRPF38A","hurdle",0.175461024345153,6.144562,6.769507,0.624945,0.466
"2030","PACS1","hurdle",0.298909016872974,2.290558,5.035624,2.745066,0.466
"1849","MXRA7","hurdle",0.659655139984804,3.743145,4.449561,0.706416,0.466
"1667","LURAP1L","hurdle",0.0242754224943523,2.42335,5.659639,3.236289,0.466
"1369","IVNS1ABP","hurdle",0.809133403380806,6.350931,7.182394,0.831463,0.466
"786","DOCK8","hurdle",0.0752061672839407,3.215473,5.070389,1.854916,0.466
"430","CCDC124","hurdle",0.278624013074502,2.390502,2.981853,0.591351,0.466
"325","C1orf9","hurdle",0.890169427194227,5.81574,7.172927,1.357187,0.466
"3315","ZNF8","hurdle",0.489192114576933,1.982886,3.655352,1.672466,0.465
"2642","SLC39A13","hurdle",0.185335768765133,3.032633,5.79831,2.765677,0.465
"2516","SEC13","hurdle",0.287783927832784,4.812498,5.689299,0.876801,0.465
"1479","LEPREL4","hurdle",0.392335236915647,2.214007,4.048759,1.834752,0.465
"1071","GAB2","hurdle",0.292738433691921,3.50258,4.031219,0.528639,0.465
"887","EPOR","hurdle",0.00572497790682009,1.779081,5.040016,3.260935,0.465
"723","DCUN1D2","hurdle",0.370597419045862,4.279808,5.249825,0.970017,0.465
"365","C5orf63","hurdle",0.0542279547910683,2.922054,4.472488,1.550434,0.465
"39","ADARB1","hurdle",0.342360130753303,3.487127,4.149747,0.66262,0.465
"2897","TARS","hurdle",0.114898279885464,6.02751,7.289558,1.262048,0.464
"2441","RPN1","hurdle",0.0993792706452356,6.10208,7.424586,1.322506,0.464
"1061","FUCA2","hurdle",0.538952458770354,3.211953,4.149747,0.937794,0.464
"716","DARC","hurdle",0.095632557316765,4.195556,6.53294,2.337384,0.464
"389","C9orf30","hurdle",0.346259872523957,3.152581,4.510962,1.358381,0.464
"155","ARL16","hurdle",0.243677622443638,3.213714,5.399171,2.185457,0.464
"3127","UBN1","hurdle",0.0227482256599227,3.554473,4.770829,1.216356,0.463
"2792","SPATA2","hurdle",0.258692908483895,2.167503,3.925999,1.758496,0.463
"2585","SIL1","hurdle",0.7596707058722,2.977021,3.93546,0.958439,0.463
"2084","PER1","hurdle",0.784587772075145,3.692671,4.209453,0.516782,0.463
"2049","PCBD1","hurdle",0.590512086823857,4.117726,4.643856,0.52613,0.463
"350","C3orf37","hurdle",0.210431075094188,3.599183,4.32553,0.726347,0.463
"168","ASNA1","hurdle",0.817381789231901,3.556325,4.778734,1.222409,0.463
"3188","WARS","hurdle",0.0373937784062605,5.616098,7.577806,1.961708,0.462
"2725","SNORD114-26","hurdle",0.0382836321050001,1.492216,3.50462,2.012404,0.462
"1825","MSRB2","hurdle",0.210952147598919,3.819167,4.381975,0.562808,0.462
"1613","LOC645206","hurdle",0.0727794968277265,3.164167,5.0917,1.927533,0.462
"3292","ZNF583","hurdle",0.420333535118147,4.306191,6.024586,1.718395,0.461
"3290","ZNF578","hurdle",0.0345525687215196,3.253647,4.655352,1.401705,0.461
"3159","USP9Y","hurdle",0.497833248825911,5.790388,7.146696,1.356308,0.461
"2271","PTPN23","hurdle",0.851588584890588,3.262184,4.510962,1.248778,0.461
"1992","ODC1","hurdle",0.81696968010499,4.664934,5.529821,0.864887,0.461
"2949","TGFBRAP1","hurdle",0.10187569186908,3.086822,3.72792,0.641098,0.46
"2705","SNORA27","hurdle",0.583759865679512,3.524981,4.177918,0.652937,0.46
"1168","GSDMB","hurdle",0.117083975903335,2.955425,3.722466,0.767041,0.46
"1106","GGH","hurdle",0.65635468801646,4.880981,6.16088,1.279899,0.46
"1104","GEMIN5","hurdle",0.216616386975652,3.976502,4.899659,0.923157,0.46
"975","FARS2","hurdle",0.110858939634983,3.308528,4.626439,1.317911,0.46
"953","FAM20B","hurdle",0.242228719266963,4.887249,5.436295,0.549046000000001,0.46
"853","EIF2S1","hurdle",0.0425678754629957,7.174813,8.170927,0.996114,0.46
"747","DENND4A","hurdle",0.811251521051641,6.612792,7.889352,1.27656,0.46
"314","C1orf112","hurdle",0.143773897830189,3.758512,4.281698,0.523185999999999,0.46
"223","BCL2L13","hurdle",0.0213485319008807,4.564746,5.635174,1.070428,0.46
"2998","TMEM176B","hurdle",0.0672516377407904,3.858356,6.100137,2.241781,0.459
"2994","TMEM133","hurdle",0.0309598079799617,3.458689,5.93546,2.476771,0.459
"2214","PRKCG","hurdle",0.18404033949463,2.094172,3.314697,1.220525,0.459
"1172","GSTO2","hurdle",0.287069152175572,3.439247,4.436295,0.997048,0.459
"741","DEDD","hurdle",0.771087045326905,5.488765,6.596935,1.10817,0.459
"3309","ZNF776","hurdle",0.148687798156668,3.587456,6.738768,3.151312,0.458
"3058","TRIM44","hurdle",0.478685085287308,5.347492,7.094342,1.74685,0.458
"2820","SSH1","hurdle",0.503360578375305,4.572547,6.393176,1.820629,0.458
"2699","SNHG7","hurdle",0.219735641221611,1.571288,2.655352,1.084064,0.458
"2590","SIVA1","hurdle",0.47562996011694,3.926537,4.602884,0.676347,0.458
"2511","SCUBE2","hurdle",0.403454764551122,3.679135,5.581954,1.902819,0.458
"2295","RAB4A","hurdle",0.0928461142872978,5.524686,6.599169,1.074483,0.458
"1916","NIP7","hurdle",0.408290016800799,3.531117,4.270529,0.739412,0.458
"1838","MTMR11","hurdle",0.615214201193841,3.239306,5.710118,2.470812,0.458
"1751","MICALL2","hurdle",0.674901948304008,1.356356,2.232661,0.876305,0.458
"996","FDX1","hurdle",0.691129638858783,3.907798,4.97728,1.069482,0.458
"427","CCDC102B","hurdle",0.15247847962905,3.274613,4.61471,1.340097,0.458
"362","C5orf54","hurdle",0.135269529531908,4.429047,5.255501,0.826454,0.458
"122","AP3S1","hurdle",0.00595155642179373,5.221687,5.994353,0.772666,0.458
"10","ABHD4","hurdle",0.14164646289021,3.425125,4.040016,0.614891,0.458
"3276","ZNF354A","hurdle",0.3568614980108,3.281908,5.886306,2.604398,0.457
"3217","XAB2","hurdle",0.0263241839277494,1.00136,1.925999,0.924639,0.457
"2979","TM7SF2","hurdle",0.711857749945709,3.577001,4.623516,1.046515,0.457
"2821","SSH2","hurdle",0.0793893135123991,4.716163,5.70044,0.984277000000001,0.457
"2686","SMPD4","hurdle",0.703588725103828,3.789946,4.495056,0.70511,0.457
"2319","RASD1","hurdle",0.24439210241885,2.046208,3.061776,1.015568,0.457
"2106","PHOSPHO2","hurdle",0.0331526213592176,1.989756,4.232661,2.242905,0.457
"1959","NRP2","hurdle",0.37743298249289,4.340723,4.918863,0.57814,0.457
"1435","KLHL15","hurdle",0.0518481585569413,3.878485,5.651052,1.772567,0.457
"160","ARMCX1","hurdle",0.0281390363874882,5.076453,6.507795,1.431342,0.457
"2921","TDRD7","hurdle",0.636543322533333,3.311821,3.852998,0.541177,0.456
"2549","SESN1","hurdle",0.0647288831057613,5.715386,6.478163,0.762777000000001,0.456
"1901","NFATC3","hurdle",0.311454363121506,4.943532,5.89724,0.953708,0.456
"1407","KIAA1033","hurdle",0.653502351035489,6.777767,7.59768,0.819913000000001,0.456
"1166","GRPEL1","hurdle",0.494867084821659,5.262964,5.953032,0.690068,0.456
"966","FAM59B","hurdle",0.0422586454033873,3.893216,5.887525,1.994309,0.456
"287","C12orf73","hurdle",0.730595982540683,3.956653,5.011227,1.054574,0.456
"135","ARAF","hurdle",0.262368358288893,3.167806,3.678072,0.510266,0.456
"3075","TRPV1","hurdle",0.347313609780595,2.674239,5.478972,2.804733,0.455
"2622","SLC25A39","hurdle",0.0463963668210519,2.788961,5.203593,2.414632,0.455
"2033","PAF1","hurdle",0.61155125772981,3.87255,5.661065,1.788515,0.455
"1755","MIOS","hurdle",0.013380044361472,3.474448,5.520422,2.045974,0.455
"1726","MED20","hurdle",0.311080956092037,3.272925,3.786596,0.513671,0.455
"420","CBL","hurdle",0.0791934782022604,5.377661,5.950702,0.573041,0.455
"3092","TTI2","hurdle",0.54375502850919,3.989927,5.259272,1.269345,0.454
"3010","TMEM85","hurdle",0.480271657437439,6.500147,7.353147,0.853,0.454
"2893","TAMM41","hurdle",0.178223814010685,3.839846,4.385431,0.545585,0.454
"2602","SLC13A3","hurdle",0.511843881478461,4.725453,5.470862,0.745409,0.454
"1882","NCOA5","hurdle",0.603384757929564,2.939901,4.022368,1.082467,0.454
"1712","MBTPS1","hurdle",0.0894438074745462,5.115294,5.830357,0.715063000000001,0.454
"722","DCTN1","hurdle",0.158220741113954,6.266963,6.784635,0.517672,0.454
"3166","VAPB","hurdle",0.687341992718415,4.777395,5.757557,0.980162,0.453
"3042","TOR1AIP2","hurdle",0.651185261096917,7.701395,8.221829,0.520434,0.453
"2965","TIGD7","hurdle",0.0616203500607186,3.483725,5.149747,1.666022,0.453
"2510","SCRIB","hurdle",0.0275177771752218,1.111283,2.786596,1.675313,0.453
"1946","NPPC","hurdle",0.054702843707034,0.2332398,0.8875253,0.6542855,0.453
"1260","HSPB8","hurdle",0.0171320460871383,5.181298,7.388448,2.20715,0.453
"787","DOCK9","hurdle",0.636296461038756,6.478697,7.548051,1.069354,0.453
"2824","SSTR2","hurdle",0.0597676865503841,2.707958,4.456149,1.748191,0.452
"1709","MBD5","hurdle",0.245982222054434,3.712326,5.883865,2.171539,0.452
"1686","MANEAL","hurdle",0.0315886921314994,2.140593,4.044394,1.903801,0.452
"1240","HNMT","hurdle",0.071276778320005,4.102278,5.281698,1.17942,0.452
"1133","GNL2","hurdle",0.547625874045832,5.539393,6.071462,0.532069000000001,0.452
"3138","UHRF2","hurdle",0.221170877975348,5.87705,6.903882,1.026832,0.451
"2331","RBM14","hurdle",0.396823157472869,3.361927,5.902074,2.540147,0.451
"1610","LOC642852","hurdle",0.322429583806518,3.667614,4.539159,0.871545,0.451
"985","FBXO17","hurdle",0.100244790303599,3.011185,3.733354,0.722169,0.451
"3125","UBL3","hurdle",0.700574958480132,6.533499,7.476139,0.94264,0.45
"3274","ZNF337","hurdle",0.529130327752193,5.506358,6.416164,0.909806000000001,0.449
"2863","SUN1","hurdle",0.551127699072215,5.925596,6.503826,0.57823,0.449
"2246","PSMD3","hurdle",0.0269672558089283,1.793287,3.095924,1.302637,0.449
"2226","PRMT5","hurdle",0.0412528049181187,4.581442,6.429616,1.848174,0.449
"2186","PPIF","hurdle",0.0610528401266234,2.605235,3.153805,0.54857,0.449
"1952","NR2F6","hurdle",0.0545271098176773,1.663538,2.432959,0.769421,0.449
"1349","ISG20L2","hurdle",0.37724510699217,4.053603,4.923625,0.870022000000001,0.449
"683","CUL1","hurdle",0.147918491968504,5.335542,6.860466,1.524924,0.449
"3181","VRK3","hurdle",0.137843030620555,3.996082,5.240314,1.244232,0.448
"2833","STAC2","hurdle",0.394829449456169,1.677221,2.432959,0.755738,0.448
"2769","SNX21","hurdle",0.0203004544098094,3.092578,4.620586,1.528008,0.448
"2115","PIGG","hurdle",0.639185848899625,4.572775,5.57289,1.000115,0.448
"1975","NUP153","hurdle",0.608947796372032,5.880196,6.510962,0.630766,0.448
"1960","NSMCE2","hurdle",0.047953460554712,4.079917,4.909293,0.829376,0.448
"1461","LAMTOR2","hurdle",0.184724322172609,3.683379,4.193772,0.510393,0.448
"1344","IRS1","hurdle",0.0153421916525757,2.290558,3.620586,1.330028,0.448
"1188","HADHA","hurdle",0.665279210285721,6.446974,7.482203,1.035229,0.448
"1124","GNAI3","hurdle",0.00721591349911517,6.802169,7.567196,0.765027,0.448
"756","DIXDC1","hurdle",0.0743868389460084,5.913093,6.478163,0.56507,0.448
"750","DHX15","hurdle",0.161908331797684,6.541002,7.53294,0.991938,0.448
"667","CTC1","hurdle",0.0410795964647624,4.057532,4.658211,0.600679,0.448
"576","CLN5","hurdle",0.143290491956332,3.847051,4.599913,0.752862,0.448
"1244","HNRPLL","hurdle",0.747655809781817,5.088023,5.809929,0.721906000000001,0.447
"921","FAH","hurdle",0.077111618864286,4.294031,5.020147,0.726115999999999,0.447
"579","CLTA","hurdle",0.429928787025157,4.886697,5.60733,0.720633,0.447
"202","B3GALNT2","hurdle",0.407438223941875,6.445788,7.402159,0.956371,0.447
"1128","GNE","hurdle",0.341996124350448,4.830596,5.470862,0.640266,0.446
"178","ATG4C","hurdle",0.110530035455916,5.50923,6.521993,1.012763,0.446
"3252","ZFYVE26","hurdle",0.382561149965305,3.375105,4.169925,0.79482,0.445
"2305","RALBP1","hurdle",0.60458698472929,4.243479,5.123087,0.879608,0.445
"1848","MXD1","hurdle",0.30504169129115,6.096839,6.995485,0.898646,0.445
"1394","KCTD7","hurdle",0.0941339529479815,3.550761,4.507795,0.957034,0.445
"797","DSCAML1","hurdle",0.0504500581608835,1.926716,2.432959,0.506243,0.445
"3089","TTC5","hurdle",0.200774694547586,3.87255,5.512543,1.639993,0.444
"3004","TMEM223","hurdle",0.299090617008137,3.479826,4.0268,0.546974,0.444
"1489","LIG3","hurdle",0.319868932492044,3.59288,6.146696,2.553816,0.444
"2306","RALGPS2","hurdle",0.00542569045507102,3.781261,6.068241,2.28698,0.443
"1899","NF2","hurdle",0.558674793273388,5.169244,6.131343,0.962099,0.443
"1098","GDE1","hurdle",0.131584753926115,5.382889,6.067165,0.684276000000001,0.443
"974","FANCM","hurdle",0.402891324923775,3.733764,5.224966,1.491202,0.443
"148","ARHGEF17","hurdle",0.242595335423566,4.197931,5.773469,1.575538,0.443
"2857","STXBP6","hurdle",0.371375748664265,3.61037,4.593951,0.983581,0.442
"2586","SIN3A","hurdle",0.525282659413084,5.826429,6.40429,0.577861,0.442
"2476","RSPH3","hurdle",0.00639533883459603,2.823211,6.153805,3.330594,0.442
"1464","LAPTM4B","hurdle",0.166876398178446,5.178143,6.315602,1.137459,0.442
"776","DNAJC27","hurdle",0.324824099587233,4.881905,6.792465,1.91056,0.442
"523","CEP89","hurdle",0.0403569990783364,3.607247,5.139551,1.532304,0.442
"210","BACH2","hurdle",0.00396559182431849,3.02997,4.768184,1.738214,0.442
"1823","MRPS17","hurdle",0.0443255881975955,2.651025,3.733354,1.082329,0.441
"1406","KIAA0913","hurdle",0.194361154405133,4.318249,5.022368,0.704119,0.441
"1327","INTS12","hurdle",0.0493684243335129,4.416355,6.257388,1.841033,0.441
"941","FAM149A","hurdle",0.104909224420422,4.698659,6.138528,1.439869,0.441
"908","EXOC2","hurdle",0.178647886781537,5.549076,6.161888,0.612812,0.441
"78","AKIP1","hurdle",0.211669037752089,3.759317,4.375039,0.615722,0.441
"2625","SLC29A1","hurdle",0.104157869755818,3.503061,4.752213,1.249152,0.44
"2394","RP9","hurdle",0.227752181908865,1.452983,2.017922,0.564939,0.44
"2080","PDZD4","hurdle",0.0283861092304525,2.465358,4.121015,1.655657,0.44
"1444","KRIT1","hurdle",0.633078866435506,6.219899,6.878358,0.658459000000001,0.44
"1319","IMPAD1","hurdle",0.188411876908742,5.708635,7.849561,2.140926,0.44
"409","CASC4","hurdle",0.506191208927877,6.984929,7.641329,0.6564,0.44
"348","C3orf19","hurdle",0.403951940302451,4.865564,5.626439,0.760875,0.44
"18","ACADSB","hurdle",0.649292785564063,6.107775,6.829088,0.721312999999999,0.44
"2904","TBCD","hurdle",0.432308166912324,4.85149,5.737416,0.885926,0.439
"1810","MPRIP","hurdle",0.498279644306603,5.481472,6.159871,0.678399,0.439
"3178","VPS26B","hurdle",0.599184994780895,4.831935,6.095924,1.263989,0.438
"2834","STAMBP","hurdle",0.477810923832888,4.908976,6.875289,1.966313,0.438
"818","EBNA1BP2","hurdle",0.517869217771168,4.731204,5.754888,1.023684,0.438
"393","C9orf93","hurdle",0.122402944259282,4.503661,5.141596,0.637935,0.438
"3011","TMEM87A","hurdle",0.435113667858793,6.822369,7.587965,0.765595999999999,0.437
"1060","FTSJD2","hurdle",0.0425024512102162,1.569454,4.022368,2.452914,0.437
"3279","ZNF384","hurdle",0.146045245267991,3.55169,4.095924,0.544234,0.436
"982","FBXL17","hurdle",0.00180387455455873,3.905983,5.507795,1.601812,0.436
"620","COPG1","hurdle",0.114294848421061,4.874686,5.493455,0.618769,0.436
"3020","TMX1","hurdle",0.431835459211663,6.060757,6.617651,0.556894000000001,0.435
"2822","SSR2","hurdle",0.0113755863867401,5.538808,6.071462,0.532654,0.435
"2690","SNAP29","hurdle",0.0110050970728813,3.316747,3.940167,0.62342,0.435
"2146","PLEKHO1","hurdle",0.220760160822907,2.32356,3.224966,0.901406,0.435
"1742","MFN1","hurdle",0.0575313497251401,5.405414,7.305606,1.900192,0.435
"986","FBXO22","hurdle",0.103068219765719,4.091141,5.159871,1.06873,0.435
"689","CWF19L2","hurdle",0.633583863797725,5.006874,5.768184,0.76131,0.435
"431","CCDC125","hurdle",0.0114850177347261,2.722054,4.867896,2.145842,0.435
"386","C9orf16","hurdle",0.218847611329009,2.054095,2.786596,0.732501,0.435
"305","C17orf80","hurdle",0.00241251817172122,5.259841,6.106432,0.846591,0.435
"177","ATG3","hurdle",0.129676351567871,5.114037,6.073606,0.959569,0.435
"1331","IPO11","hurdle",0.350193918448541,4.407404,5.081084,0.67368,0.434
"445","CCDC84","hurdle",0.134681949494381,5.131692,5.794416,0.662724,0.434
"94","ANAPC10","hurdle",0.0811835489000818,3.334665,3.990955,0.65629,0.434
"3306","ZNF75A","hurdle",0.0522563734387051,5.081928,6.836682,1.754754,0.433
"2497","SAMHD1","hurdle",0.104141319894508,3.701905,5.183883,1.481978,0.433
"1467","LATS1","hurdle",0.0762409256746115,4.180022,5.442943,1.262921,0.433
"1366","ITPR1","hurdle",0.317367210861539,5.690301,6.745506,1.055205,0.433
"1268","HYDIN","hurdle",0.339650474516995,2.115687,3.263034,1.147347,0.433
"1022","FLJ90757","hurdle",0.0271487235014107,2.271516,3.078951,0.807435,0.433
"265","BUD13","hurdle",0.390254446600537,4.074757,4.855491,0.780734,0.433
"3049","TRAFD1","hurdle",0.134063832384608,4.754787,6.193772,1.438985,0.432
"1428","KLF13","hurdle",0.234540439388326,4.169169,4.835419,0.66625,0.432
"251","BRD7","hurdle",0.371839885698054,4.145677,5.501439,1.355762,0.432
"2987","TMED3","hurdle",0.0111779084027099,3.340052,4.705978,1.365926,0.431
"2898","TATDN1","hurdle",0.240255419316969,4.078307,4.680887,0.602580000000001,0.431
"2640","SLC38A6","hurdle",0.0471235195627896,4.197931,5.226894,1.028963,0.431
"1088","GATS","hurdle",0.524676200722341,4.485062,5.024586,0.539524,0.431
"582","CMBL","hurdle",0.0207710148078416,3.361398,4.289097,0.927699,0.431
"2702","SNN","hurdle",0.122260559564421,3.795053,4.50462,0.709567,0.43
"2198","PPP1R3C","hurdle",0.19519195997513,5.770779,6.911092,1.140313,0.43
"1412","KIAA1430","hurdle",0.127787196788738,5.282398,6.108524,0.826126,0.43
"923","FAIM","hurdle",0.0113156687763734,4.432581,6.123087,1.690506,0.43
"1869","N4BP2L1","hurdle",0.360811695357434,5.234903,5.856737,0.621834,0.429
