"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.astrocytes","log2fold_change","Auc"
"1516","FAM167A","hurdle",2.27793112222675e-15,3.199311,6.206684,3.007373,0.76
"4696","SSPN","hurdle",4.86098329180126e-12,4.310007,7.446443,3.136436,0.759
"2101","HSDL2","hurdle",5.46927329060439e-12,4.69927,7.540184,2.840914,0.758
"1403","EMX2","hurdle",1.23351562624196e-17,-0.6892426,3.5076924,4.196935,0.758
"3622","PDLIM5","hurdle",9.00549978721332e-10,5.862247,7.808518,1.946271,0.757
"1236","DLC1","hurdle",3.34280117745291e-10,6.180694,8.366759,2.186065,0.757
"3181","MRO","hurdle",8.6531441736695e-16,1.982589,6.102848,4.120259,0.756
"1407","ENHO","hurdle",4.69425033387631e-12,3.244382,6.036333,2.791951,0.756
"4490","SLC7A10","hurdle",6.52430623310858e-20,-1.686116,5.451583,7.137699,0.755
"3984","RAB31","hurdle",1.02385506543403e-10,6.164551,7.685506,1.520955,0.755
"3816","PPARA","hurdle",5.25209640935335e-12,3.308474,5.642087,2.333613,0.755
"4198","RREB1","hurdle",5.94890115914816e-15,1.528448,4.635642,3.107194,0.754
"1632","FGD6","hurdle",3.11113939244103e-13,3.222369,7.75081,4.528441,0.754
"266","ARGLU1","hurdle",5.28556823808041e-07,7.471085,8.585278,1.114193,0.754
"110","ADRB1","hurdle",1.62740546325994e-11,4.716843,6.900321,2.183478,0.754
"2945","MCC","hurdle",1.9463557820118e-10,4.930271,6.992381,2.06211,0.753
"1702","FMN2","hurdle",8.99421578890104e-10,5.143501,7.275253,2.131752,0.753
"1288","DPY19L3","hurdle",9.60682144780011e-11,3.879591,6.534949,2.655358,0.753
"472","C10orf58","hurdle",1.29169624336106e-09,5.377967,7.701692,2.323725,0.753
"5256","VAV3","hurdle",3.01757868112742e-15,0.6961535,5.8771901,5.1810366,0.752
"4628","SORCS2","hurdle",4.85003111442146e-15,1.279385,4.419974,3.140589,0.752
"4031","RASSF4","hurdle",1.12544956713608e-09,6.194452,8.392331,2.197879,0.752
"2810","LPIN1","hurdle",1.78260753962371e-09,6.120039,8.211747,2.091708,0.752
"2390","LAMA1","hurdle",1.51159979809435e-18,-0.4852974,6.8265895,7.3118869,0.752
"1878","GPM6B","hurdle",6.24326184524912e-09,9.056696,10.058825,1.002129,0.752
"1830","GLIS3","hurdle",9.06512214743861e-17,1.017043,6.408076,5.391033,0.752
"1716","FOXO1","hurdle",4.63092755822358e-11,4.779429,7.192404,2.412975,0.752
"1696","FLJ46906","hurdle",1.79555253005219e-21,-2.579796,5.688397,8.268193,0.752
"407","BCL6","hurdle",3.88681315732241e-10,5.406923,7.186506,1.779583,0.752
"5322","WFS1","hurdle",8.37014280671562e-12,3.912186,6.723347,2.811161,0.751
"4120","RIN2","hurdle",1.10792789621682e-09,7.593975,8.927644,1.333669,0.751
"839","CDH20","hurdle",3.13680891856915e-14,1.528448,5.915475,4.387027,0.751
"3927","PTAR1","hurdle",1.97286849611049e-11,5.345717,8.124388,2.778671,0.75
"906","CHPT1","hurdle",3.74750897888927e-10,4.256178,6.748885,2.492707,0.75
"107","ADORA2B","hurdle",1.60599875360702e-15,1.401959,6.908673,5.506714,0.75
"1906","GPT2","hurdle",1.30583963743436e-11,3.190835,6.497066,3.306231,0.749
"1703","FMNL2","hurdle",2.55660920284766e-09,7.385806,8.736577,1.350771,0.749
"5363","ZBTB20","hurdle",5.74627079234978e-09,5.226885,6.862827,1.635942,0.748
"4223","S100B","hurdle",2.43090727907406e-10,7.273589,8.431949,1.15836,0.748
"3422","NRXN1","hurdle",1.48595478405598e-07,8.641725,9.825169,1.183444,0.748
"3418","NRCAM","hurdle",1.06087796071024e-08,7.955299,9.491924,1.536625,0.748
"1409","ENO1","hurdle",2.90236260884598e-09,7.919459,10.234551,2.315092,0.748
"1076","CTNND2","hurdle",8.58214880100555e-09,6.882221,8.261579,1.379358,0.748
"4697","SSPO","hurdle",1.42492193318507e-12,2.588516,5.574355,2.985839,0.747
"3674","PHLPP1","hurdle",7.77144075239514e-10,5.969175,7.487088,1.517913,0.747
"1485","FADS2","hurdle",3.36779003052471e-14,-0.8904071,3.7203491,4.6107562,0.747
"1095","CXCR7","hurdle",3.94989090524709e-17,0.9482991,6.1139774,5.1656783,0.747
"4683","SRI","hurdle",3.56441506833899e-08,6.521542,8.890666,2.369124,0.746
"1591","FAS","hurdle",3.59255431894142e-16,3.088832,7.62243,4.533598,0.746
"1518","FAM171A1","hurdle",1.55397447282258e-09,5.156438,6.859224,1.702786,0.746
"1392","ELOVL5","hurdle",4.91970623902646e-11,6.540848,8.625544,2.084696,0.746
"4959","TMEM184B","hurdle",2.94044281400119e-09,3.710507,5.263883,1.553376,0.745
"4352","SH3BP2","hurdle",7.05334269010699e-12,3.898369,5.611477,1.713108,0.745
"2573","LOC100289473","hurdle",1.32986983508318e-16,0.5223801,5.6416206,5.1192405,0.745
"1428","EPHX1","hurdle",2.31509494953028e-14,0.4484506,3.8076873,3.3592367,0.745
"5104","TRPM3","hurdle",1.13056993815895e-12,2.636124,6.410814,3.77469,0.743
"4869","TGFB2","hurdle",1.1872805613238e-11,4.891563,5.966231,1.074668,0.743
"4418","SLC25A33","hurdle",8.40867520050688e-12,2.537056,6.737155,4.200099,0.743
"624","C3orf70","hurdle",5.35580703969021e-10,7.243934,8.651237,1.407303,0.743
"568","C1orf198","hurdle",2.06908742687739e-10,6.973645,8.392331,1.418686,0.743
"277","ARHGAP5","hurdle",1.61836388584167e-08,8.014441,9.531734,1.517293,0.743
"505","C14orf159","hurdle",1.0762595010651e-09,4.200262,6.652255,2.451993,0.742
"4646","SPATA6","hurdle",3.95370112004902e-10,4.18931,6.551417,2.362107,0.741
"1740","FUT9","hurdle",1.54452937760396e-09,6.243434,8.059144,1.81571,0.741
"3863","PRDX6","hurdle",7.1235952584834e-09,5.85634,8.110142,2.253802,0.74
"3597","PCYT1B","hurdle",2.2240358811695e-12,2.723936,5.278345,2.554409,0.74
"174","ALG10B","hurdle",1.17521631819233e-12,2.542619,4.605372,2.062753,0.74
"3744","PLEKHO2","hurdle",7.98813806423123e-17,-0.08459486,5.71610586,5.80070072,0.739
"461","BZRAP1","hurdle",6.44502144760903e-10,3.230663,6.04517,2.814507,0.739
"5094","TRIM8","hurdle",4.11904885162178e-09,3.942378,5.443585,1.501207,0.738
"3766","PNISR","hurdle",7.60339700588374e-07,8.219045,9.483595,1.26455,0.738
"3751","PLOD2","hurdle",2.54708756339139e-09,4.925382,6.891725,1.966343,0.738
"2014","HHATL","hurdle",3.91849622809788e-12,4.374119,7.11428,2.740161,0.738
"1902","GPRC5B","hurdle",4.52220404180455e-09,6.371629,7.802172,1.430543,0.738
"896","CHDH","hurdle",3.3096717338698e-11,1.790248,5.030365,3.240117,0.738
"5040","TOX","hurdle",5.96939049926149e-11,3.331793,6.701603,3.36981,0.737
"2124","ID2","hurdle",8.48966524617861e-08,6.977655,8.534723,1.557068,0.737
"3941","PTPN13","hurdle",4.48050384920709e-09,5.406923,7.745615,2.338692,0.736
"3405","NPL","hurdle",3.97412750652076e-11,3.796361,6.071359,2.274998,0.736
"2956","ME1","hurdle",1.24954623676667e-09,4.411384,7.066471,2.655087,0.736
"3636","PER3","hurdle",2.20025556823232e-08,5.702218,7.64899,1.946772,0.735
"2812","LPP","hurdle",1.20905649945863e-08,5.479914,7.304399,1.824485,0.735
"1381","EIF4EBP2","hurdle",2.8227408411556e-08,5.572006,7.703144,2.131138,0.735
"5260","VEGFA","hurdle",8.49459344806545e-10,1.966126,4.367957,2.401831,0.734
"4901","TJP1","hurdle",2.56137099531885e-07,7.480063,9.114087,1.634024,0.734
"1355","EFR3B","hurdle",6.02372848936279e-09,6.790523,8.242421,1.451898,0.734
"419","BHLHE40","hurdle",1.67609994320474e-09,4.892652,6.486725,1.594073,0.734
"3726","PLCG1","hurdle",2.463063132579e-09,2.939134,5.315047,2.375913,0.733
"3268","MYO6","hurdle",1.01867826192873e-06,7.77639,9.446223,1.669833,0.733
"3199","MSI2","hurdle",2.12768400081715e-11,2.583128,5.643949,3.060821,0.733
"3138","MKLN1","hurdle",2.60316504665761e-08,7.236746,8.843323,1.606577,0.733
"2898","MAP3K5","hurdle",5.47450361180969e-09,5.090941,7.435596,2.344655,0.733
"1706","FNBP1","hurdle",2.19373423167414e-08,5.760424,7.687088,1.926664,0.733
"834","CDC42EP4","hurdle",5.38429947943376e-13,2.383108,6.029581,3.646473,0.733
"3677","PHYHD1","hurdle",1.61614595699351e-16,1.758095,6.602837,4.844742,0.732
"2820","LRP1","hurdle",1.31377515503743e-08,4.25143,6.445936,2.194506,0.732
"5178","UBAC1","hurdle",5.39443470477959e-09,3.477143,5.542258,2.065115,0.731
"2320","KIAA0754","hurdle",3.1750624119559e-10,3.867675,6.571618,2.703943,0.731
"2127","IDH1","hurdle",8.66596706713025e-09,5.237899,7.393037,2.155138,0.731
"5250","UTY","hurdle",6.38508973645933e-10,3.823576,6.673383,2.849807,0.73
"4043","RBM28","hurdle",4.02206277192854e-08,4.592035,6.507078,1.915043,0.73
"3351","NFIB","hurdle",6.22348167692727e-07,9.168625,10.185559,1.016934,0.73
"3298","NAV2","hurdle",1.74472703248022e-07,5.895122,7.358573,1.463451,0.73
"253","APPL2","hurdle",3.51815787395663e-08,5.705197,7.366632,1.661435,0.73
"4852","TET1","hurdle",1.07960559168996e-09,3.569951,7.008194,3.438243,0.729
"1691","FLJ42875","hurdle",9.13726624227457e-20,-2.879654,5.120079,7.999733,0.729
"5341","XAF1","hurdle",2.36472750782862e-10,4.556185,6.119677,1.563492,0.728
"4277","SDC3","hurdle",1.45377136069256e-08,2.851318,5.322044,2.470726,0.728
"3593","PCSK5","hurdle",3.92245622058097e-10,2.16243,4.893801,2.731371,0.727
"2771","LOC646851","hurdle",5.28074949556928e-12,2.83055,5.342835,2.512285,0.727
"3437","NTSR2","hurdle",1.5133183489165e-14,0.2721705,4.1945345,3.922364,0.726
"2425","LGALS3","hurdle",1.58058527723837e-11,2.790903,6.004066,3.213163,0.726
"2156","IGFBP7","hurdle",3.02754590355216e-11,2.882358,4.864546,1.982188,0.726
"263","ARAP2","hurdle",2.69780005759136e-08,7.067214,8.190956,1.123742,0.726
"189","AMOT","hurdle",1.30863999311171e-13,1.734959,6.43522,4.700261,0.726
"4276","SDC2","hurdle",4.00218467725772e-12,3.636488,7.060033,3.423545,0.725
"4089","RGN","hurdle",1.09850320086909e-09,3.210537,5.890196,2.679659,0.725
"3965","PYGB","hurdle",3.37687309701507e-08,4.659633,7.197169,2.537536,0.725
"2137","IFIT3","hurdle",8.86925951555009e-09,4.801173,7.205707,2.404534,0.725
"320","ASF1A","hurdle",7.73596958243155e-09,4.71881,7.212783,2.493973,0.725
"4497","SLC9A3R1","hurdle",3.31504266970098e-15,1.53516,5.400714,3.865554,0.724
"4941","TMEM132A","hurdle",1.21752742993979e-10,-0.5313056,2.3228586,2.8541642,0.723
"4730","STK17B","hurdle",3.08229595652828e-08,5.138551,7.493042,2.354491,0.723
"4221","S100A16","hurdle",1.73333559537151e-11,2.966705,6.140937,3.174232,0.723
"3420","NRP1","hurdle",3.18495080067111e-09,4.539034,6.885244,2.34621,0.723
"2394","LAMB2","hurdle",4.05618596751445e-12,2.564657,5.61433,3.049673,0.723
"4951","TMEM164","hurdle",1.07717862293123e-12,1.274044,4.47018,3.196136,0.722
"4309","SEMA4B","hurdle",4.48564132412093e-10,2.490616,5.771255,3.280639,0.722
"2723","LOC399715","hurdle",1.23248881612074e-16,-0.7423669,5.1140446,5.8564115,0.722
"1401","EMP2","hurdle",2.78291841605535e-10,3.630754,5.938422,2.307668,0.722
"747","CBS","hurdle",1.59507950382146e-09,2.905855,4.583216,1.677361,0.722
"721","CAPN2","hurdle",3.43389858303621e-07,6.184791,8.311067,2.126276,0.722
"706","CACNB2","hurdle",1.69750965418071e-07,7.607075,9.085074,1.477999,0.722
"466","C10orf116","hurdle",1.89102095052991e-11,3.324061,4.640315,1.316254,0.722
"4678","SREBF1","hurdle",9.35361561017348e-09,3.245747,4.74988,1.504133,0.721
"3858","PRDM16","hurdle",1.37000197575627e-16,-1.509959,5.398509,6.908468,0.721
"352","ATP2B4","hurdle",1.29690436100028e-08,6.394957,7.451769,1.056812,0.721
"4165","RORA","hurdle",7.89956317655413e-08,5.977721,7.539684,1.561963,0.72
"3399","NPAS3","hurdle",8.34964894030613e-08,4.989917,7.163642,2.173725,0.72
"2261","KANK1","hurdle",2.44109493935416e-08,5.73198,7.490197,1.758217,0.72
"877","CEP350","hurdle",4.49364885368612e-08,7.127771,8.780206,1.652435,0.72
"443","BRD2","hurdle",2.5352468740915e-10,0.2721705,3.6160389,3.3438684,0.72
"312","ASAP2","hurdle",1.11748283929789e-08,4.666273,7.506541,2.840268,0.72
"273","ARHGAP32","hurdle",4.50194003759808e-08,6.302003,7.907007,1.605004,0.72
"1959","HADHA","hurdle",3.36346289519857e-07,5.958499,7.692835,1.734336,0.719
"1638","FGFR2","hurdle",8.42579601502715e-08,5.553942,7.446443,1.892501,0.719
"1359","EGLN3","hurdle",1.81327374308095e-08,5.020336,7.072016,2.05168,0.719
"5411","ZHX3","hurdle",6.74219380081802e-08,4.742204,7.139089,2.396885,0.718
"2205","INTU","hurdle",8.787171000118e-08,4.597657,6.961347,2.36369,0.718
"4907","TLE1","hurdle",4.89879352640761e-09,3.250513,5.513511,2.262998,0.717
"2230","ITGA7","hurdle",2.48886822159303e-10,1.951146,5.577283,3.626137,0.717
"99","ADD1","hurdle",2.88537746961223e-06,6.655859,8.198104,1.542245,0.717
"4422","SLC25A43","hurdle",1.07037491427457e-15,-1.509959,3.904096,5.414055,0.716
"4086","RGL1","hurdle",7.02989867961166e-08,5.546763,7.337866,1.791103,0.716
"1258","DNAJC3","hurdle",9.11918752870405e-07,7.625964,9.156744,1.53078,0.716
"1235","DKK3","hurdle",4.13350923307542e-07,6.877992,8.722708,1.844716,0.716
"744","CBR1","hurdle",8.48694587731404e-08,6.261003,7.156809,0.895806,0.716
"4048","RBM6","hurdle",4.21876875358121e-05,7.750697,8.94172,1.191023,0.714
"2421","LFNG","hurdle",1.69985432763948e-14,-1.624976,5.005226,6.630202,0.714
"1388","ELMO2","hurdle",1.28594559648329e-07,5.825756,7.678481,1.852725,0.714
"381","BAALC","hurdle",3.36153423090804e-07,6.036068,7.836071,1.800003,0.714
"199","ANGPTL4","hurdle",4.24064761740346e-14,0.7394219,5.634612,4.8951901,0.714
"5406","ZFYVE21","hurdle",2.51277752090952e-10,4.614393,7.509481,2.895088,0.713
"4161","ROBO3","hurdle",1.80848051287379e-11,-0.3637721,3.6936218,4.0573939,0.713
"3971","QKI","hurdle",1.27949250323715e-06,8.914584,9.749767,0.835183000000001,0.713
"2322","KIAA0930","hurdle",4.2230301553601e-07,5.048955,6.849168,1.800213,0.713
"171","ALDH9A1","hurdle",4.63866385314321e-08,5.539826,7.668565,2.128739,0.713
"2276","KCNJ16","hurdle",2.19597643004678e-10,3.339483,5.818613,2.47913,0.712
"901","CHKA","hurdle",3.43479169564219e-07,5.537043,7.262883,1.72584,0.712
"5417","ZMAT1","hurdle",1.30188423729706e-08,5.992023,7.825851,1.833828,0.711
"5148","TTLL4","hurdle",2.18004909919339e-10,3.693606,7.289305,3.595699,0.711
"4478","SLC44A2","hurdle",1.1317586142947e-07,4.360956,6.14456,1.783604,0.711
"2344","KIF1B","hurdle",3.73644478235772e-05,7.97916,9.167224,1.188064,0.711
"591","C20orf194","hurdle",1.81869351141509e-08,5.858572,7.351609,1.493037,0.711
"5245","USP9Y","hurdle",3.95370877296412e-08,5.375632,7.054617,1.678985,0.71
"3762","PMP22","hurdle",4.45323646929933e-08,7.591495,8.505696,0.914201,0.71
"1782","GATM","hurdle",4.54587238404538e-07,6.078616,7.993094,1.914478,0.71
"4625","SON","hurdle",2.90055576354556e-05,8.267759,9.622737,1.354978,0.709
"2310","KIAA0319","hurdle",2.86220548498945e-07,5.231886,7.570492,2.338606,0.709
"1154","DCLK2","hurdle",2.6889978734517e-07,4.0122,6.460806,2.448606,0.709
"4393","SLC16A9","hurdle",1.18469415961904e-10,2.788096,6.473954,3.685858,0.708
"3730","PLEC","hurdle",1.10401604398643e-07,2.260201,4.399171,2.13897,0.708
"2442","LINC00092","hurdle",1.0244856205889e-13,-0.6685287,3.4808488,4.1493775,0.708
"283","ARHGEF12","hurdle",7.52243633919901e-08,7.15431,8.602501,1.448191,0.708
"3585","PCDHGC3","hurdle",2.49584268175374e-09,2.321022,5.3588,3.037778,0.707
"3548","PARP9","hurdle",7.5229546470631e-10,4.212527,6.51753,2.305003,0.707
"1883","GPR143","hurdle",1.47434721873192e-13,-0.0241379,5.4312347,5.4553726,0.707
"1023","CPNE8","hurdle",1.13370163783468e-06,6.229103,7.938555,1.709452,0.707
"4065","RELL1","hurdle",9.02770928244937e-11,6.826765,7.415156,0.588391,0.706
"3947","PTPRF","hurdle",1.85300240752387e-07,4.881063,7.493688,2.612625,0.706
"2248","ITSN1","hurdle",2.14661351666795e-06,5.698859,7.190972,1.492113,0.706
"1566","FAM5B","hurdle",1.86161596283815e-08,3.097172,6.486465,3.389293,0.706
"1548","FAM213A","hurdle",7.05473151351215e-09,4.07189,5.703658,1.631768,0.706
"4881","THBS3","hurdle",2.9696089742453e-11,2.094372,5.03605,2.941678,0.705
"4758","SUMF2","hurdle",8.65371714029568e-07,4.859386,6.037042,1.177656,0.705
"4143","RNF182","hurdle",5.414009151704e-12,2.063751,5.873226,3.809475,0.705
"3669","PHF7","hurdle",5.06368456583759e-13,2.198114,3.032215,0.834101,0.705
"2418","LEPROT","hurdle",5.95444219131257e-08,5.846367,7.762752,1.916385,0.705
"1798","GEM","hurdle",8.75072576226891e-12,3.1389,5.550225,2.411325,0.705
"1153","DCHS2","hurdle",1.04413517649886e-09,2.715096,5.971432,3.256336,0.705
"2154","IGDCC4","hurdle",1.47393991060539e-08,6.803265,7.979328,1.176063,0.704
"1141","DBI","hurdle",6.22234023763989e-06,6.422823,7.635829,1.213006,0.704
"605","C2orf18","hurdle",1.89884848528883e-07,4.19356,5.776359,1.582799,0.704
"3179","MRAS","hurdle",5.26722360894e-08,4.810425,7.365927,2.555502,0.703
"2001","HERPUD2","hurdle",1.60593949710585e-06,4.557834,6.625402,2.067568,0.703
"3482","OMG","hurdle",5.33688278027412e-06,7.865499,9.603931,1.738432,0.702
"2329","KIAA1407","hurdle",8.22659309291046e-08,3.647371,6.32024,2.672869,0.702
"1127","CYSTM1","hurdle",6.25875714510911e-07,5.163315,7.009458,1.846143,0.702
"5296","WDR17","hurdle",1.47986742289184e-06,5.306366,7.170442,1.864076,0.701
"5042","TP53","hurdle",2.08447181659652e-08,2.106441,4.65609,2.549649,0.701
"4157","RNPC3","hurdle",2.02831762901818e-05,6.225131,7.451902,1.226771,0.701
"1168","DDIT4","hurdle",1.90419614619526e-07,2.632998,5.87719,3.244192,0.701
"169","ALDH6A1","hurdle",6.35557084107775e-08,4.667037,6.732786,2.065749,0.701
"5069","TRAK1","hurdle",3.37596450935772e-07,4.83466,6.530929,1.696269,0.7
"4366","SHROOM3","hurdle",4.86780228425078e-11,1.7485,5.858462,4.109962,0.7
"2621","LOC100506686","hurdle",3.7451858616409e-13,0.9382056,5.953896,5.0156904,0.7
"4166","RORB","hurdle",5.81132154763911e-09,3.079678,7.014866,3.935188,0.699
"536","C16orf89","hurdle",6.04011023442578e-13,2.863814,4.609191,1.745377,0.699
"324","ASTN1","hurdle",4.57231318308459e-06,6.141825,7.860807,1.718982,0.699
"5238","USP40","hurdle",5.08073712591253e-07,5.04033,6.951792,1.911462,0.698
"4492","SLC7A2","hurdle",1.18894310813928e-08,3.435892,5.93272,2.496828,0.698
"4012","RALGAPA2","hurdle",7.71578847651363e-07,4.457754,7.248723,2.790969,0.698
"2397","LAPTM4A","hurdle",1.71725379618232e-08,5.640397,7.26727,1.626873,0.698
"1414","ENTPD1","hurdle",2.21599965964494e-06,5.521775,7.371418,1.849643,0.698
"315","ASB3","hurdle",4.38039040799994e-07,3.271434,4.828147,1.556713,0.698
"5565","ZNF621","hurdle",2.51588948919665e-07,4.325256,6.350212,2.024956,0.697
"4734","STK33","hurdle",9.10776507217429e-11,0.712038,5.5038,4.791762,0.697
"3953","PTTG1IP","hurdle",5.6663369120852e-07,4.722491,6.996031,2.27354,0.697
"3645","PFKFB2","hurdle",7.40929943505263e-08,5.18624,6.755577,1.569337,0.697
"3476","OGFRL1","hurdle",1.26704616255757e-08,2.818678,5.053672,2.234994,0.697
"535","C16orf88","hurdle",2.60258528125704e-06,4.590961,6.298528,1.707567,0.697
"383","BAG3","hurdle",1.80946336173301e-08,5.738295,6.430372,0.692077,0.697
"5153","TTTY15","hurdle",5.09468830074944e-08,4.507809,5.057171,0.549362,0.696
"4343","SGCD","hurdle",7.77280196078717e-08,4.330089,5.998254,1.668165,0.696
"2906","MAPK4","hurdle",8.38803256361431e-08,3.622899,5.351409,1.72851,0.696
"2885","MAML2","hurdle",1.47037806423462e-07,3.52007,4.904717,1.384647,0.696
"1739","FUT10","hurdle",1.91917122192204e-09,1.886126,5.737634,3.851508,0.696
"4800","TAPBP","hurdle",5.63365164091407e-08,-0.07093934,1.95988979,2.03082913,0.695
"4674","SPTBN1","hurdle",5.79383297040728e-05,8.54709,9.237719,0.690628999999999,0.695
"3606","PDE4DIP","hurdle",5.48848836759158e-05,7.100688,8.533782,1.433094,0.695
"3536","PAQR6","hurdle",3.54285092868455e-10,1.357205,4.109468,2.752263,0.695
"3447","NUMB","hurdle",3.96325302418485e-06,5.383867,6.512441,1.128574,0.695
"2838","LRRC3B","hurdle",7.4444920258767e-09,3.101701,6.191481,3.08978,0.695
"2307","KIAA0195","hurdle",1.6941037899896e-07,3.533541,6.44273,2.909189,0.695
"2075","HOPX","hurdle",4.47368337218608e-10,4.798618,7.505645,2.707027,0.695
"1426","EPHB1","hurdle",4.89718874446574e-09,2.529233,5.305076,2.775843,0.695
"5400","ZFP36","hurdle",4.52582297277081e-07,5.605212,6.757944,1.152732,0.694
"5132","TTC18","hurdle",1.23109054808051e-06,4.398864,5.756266,1.357402,0.694
"3817","PPARGC1A","hurdle",5.64757224021613e-08,4.941262,7.009278,2.068016,0.694
"3479","OLFM2","hurdle",2.95755500951613e-07,0.9616482,2.827819,1.8661708,0.694
"330","ATAD5","hurdle",9.95607988528016e-08,3.674479,4.896928,1.222449,0.693
"4421","SLC25A37","hurdle",1.41865981329565e-05,5.227749,6.898372,1.670623,0.692
"4260","SCD5","hurdle",1.44270522227377e-05,8.319547,9.345806,1.026259,0.692
"4128","RN45S","hurdle",0.000227153661067689,6.109958,6.854808,0.74485,0.692
"3737","PLEKHG1","hurdle",2.20131742725832e-09,3.570496,6.312063,2.741567,0.692
"2079","HPR","hurdle",2.98781019893332e-13,0.792678,6.534447,5.741769,0.692
"1269","DOCK1","hurdle",3.71278814961641e-06,5.367192,6.20195,0.834758,0.691
"4704","ST5","hurdle",4.53826545883267e-07,4.197444,5.401265,1.203821,0.69
"3334","NEK1","hurdle",1.67647153120275e-06,5.900114,7.768206,1.868092,0.69
"3167","MOV10","hurdle",2.8823772075302e-08,3.704564,5.341687,1.637123,0.69
"225","ANP32E","hurdle",0.000278601549296313,8.28986,9.471256,1.181396,0.69
"5036","TOM1L2","hurdle",5.03291141482613e-07,3.616056,6.182539,2.566483,0.689
"4633","SOX6","hurdle",2.97214595770545e-08,5.22533,5.812829,0.587499,0.689
"3609","PDE7B","hurdle",3.37254917700598e-06,4.321378,5.9331,1.611722,0.689
"2692","LOC285441","hurdle",4.10333609702035e-15,-2.331665,4.820755,7.15242,0.689
"1137","DARS","hurdle",5.8849182739398e-06,5.821529,7.493688,1.672159,0.689
