"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.oligodendrocytes","log2fold_change","Auc"
"554","CDKN1B","hurdle",0.0859031626935988,3.604158,5.605226,2.001068,0.58
"269","BMP1","hurdle",0.00748912471052345,0.3216944,3.0730986,2.7514042,0.58
"3213","UVRAG","hurdle",0.202343811146283,4.37122,5.474709,1.103489,0.579
"2769","SNORD102","hurdle",0.156224935836834,3.286869,3.987608,0.700739,0.579
"2540","RSRC2","hurdle",0.380612713236146,6.998343,7.687201,0.688858,0.579
"2190","PIGU","hurdle",0.168467521533569,4.965962,6.160827,1.194865,0.579
"1656","LOC389033","hurdle",1.20297749021319e-06,-3.321928,1.517607,4.839535,0.579
"1363","IMPAD1","hurdle",0.152304113371144,5.931666,6.481183,0.549517,0.579
"1126","FXR2","hurdle",0.175924189151276,2.55516,3.612539,1.057379,0.579
"1027","FAM58A","hurdle",0.0752207215756392,1.827572,3.545838,1.718266,0.579
"693","CRBN","hurdle",0.0498814669419097,7.315551,8.195638,0.880087000000001,0.579
"92","ALKBH7","hurdle",0.0588050295600581,1.164593,4.050822,2.886229,0.579
"86","ALAD","hurdle",0.134509558134597,4.812082,5.992148,1.180066,0.579
"8","ABCE1","hurdle",0.0592289614868707,5.989163,6.903343,0.91418,0.579
"3067","TOMM20","hurdle",0.11382220649718,6.396601,7.27534,0.878738999999999,0.578
"2943","TDP1","hurdle",0.0993635986452006,3.406268,4.071293,0.665025,0.578
"2919","TARSL2","hurdle",0.177680019739695,5.039199,6.591985,1.552786,0.578
"2838","SREBF1","hurdle",0.1680069944563,3.485062,4.743311,1.258249,0.578
"2589","SEC13","hurdle",0.229206287313339,4.807501,5.361066,0.553565,0.578
"2481","RIOK3","hurdle",0.242134732427279,5.540565,6.422198,0.881633,0.578
"2275","PPP1R21","hurdle",0.107596355500017,5.304993,6.715258,1.410265,0.578
"2147","PDE1A","hurdle",0.0846074556481419,5.079314,6.660015,1.580701,0.578
"1743","MAP7D1","hurdle",0.0435324341049596,3.723483,5.578462,1.854979,0.578
"1658","LOC389834","hurdle",0.0918791171115745,2.247251,3.30205,1.054799,0.578
"665","COPA","hurdle",0.243753493632196,6.874587,7.699856,0.825269,0.578
"495","CCDC47","hurdle",0.167422125590409,5.853513,6.885793,1.03228,0.578
"329","C14orf126","hurdle",0.0533589104772898,3.33744,4.6144,1.27696,0.578
"3305","ZHX2","hurdle",0.0388648963325105,5.044872,6.076703,1.031831,0.577
"2588","SEC11C","hurdle",0.177386381993967,5.557779,6.737843,1.180064,0.577
"2439","RBP7","hurdle",0.00102974108925804,-1.725331,2.054026,3.779357,0.577
"2430","RBM39","hurdle",0.294247027265847,8.447965,9.035942,0.587977,0.577
"2332","PSMD7","hurdle",0.203609124314953,6.509123,7.050078,0.540955,0.577
"1863","MND1","hurdle",0.0106527093848909,0.1533459,2.8384741,2.6851282,0.577
"1664","LOC401397","hurdle",0.242554211845364,3.955025,4.873347,0.918322,0.577
"1154","GCFC1","hurdle",0.246425007499944,5.904913,7.050937,1.146024,0.577
"1119","FTL","hurdle",0.620374474984293,9.060561,9.662659,0.602098,0.577
"781","DEDD","hurdle",0.184777640378351,5.491944,6.161357,0.669413,0.577
"766","DCTN2","hurdle",0.19884508028026,6.203181,6.800832,0.597651,0.577
"73","AGTPBP1","hurdle",0.261567723717709,6.066325,6.860532,0.794207,0.577
"3237","WDFY1","hurdle",0.203045324805795,5.274533,6.314219,1.039686,0.576
"3236","WBP4","hurdle",0.181334417241701,5.388097,6.108414,0.720317,0.576
"2674","SKIL","hurdle",0.352754675261903,7.655192,8.449779,0.794586999999999,0.576
"2597","SEL1L","hurdle",0.285773539176479,7.117499,7.890152,0.772653,0.576
"2044","NSL1","hurdle",0.13343709574041,5.933769,7.003792,1.070023,0.576
"1805","MICALL1","hurdle",0.000385250610370491,-2.566392,2.007573,4.573965,0.576
"844","DOT1L","hurdle",0.0555392114758416,0.5422831,3.2787673,2.7364842,0.576
"833","DNAJC21","hurdle",0.0565910828385076,4.825534,6.584092,1.758558,0.576
"451","CADM2","hurdle",0.00781674338192324,8.199547,8.804963,0.605416,0.576
"3051","TMF1","hurdle",0.215401629923386,6.36194,7.549085,1.187145,0.575
"2878","STX4","hurdle",0.0624161363062703,2.074971,3.243124,1.168153,0.575
"2384","RAB3IP","hurdle",0.11154724871132,6.229263,7.325436,1.096173,0.575
"2002","NFIC","hurdle",0.138914330310802,4.153838,4.890088,0.73625,0.575
"1984","NDST1","hurdle",0.159001346831931,3.767037,4.271316,0.504278999999999,0.575
"1946","MYO9B","hurdle",0.00443461014540734,3.125573,5.201015,2.075442,0.575
"465","CASP8AP2","hurdle",0.103822566252937,5.317497,6.97239,1.654893,0.575
"3412","ZNF738","hurdle",0.257590213929922,3.616116,4.707432,1.091316,0.574
"3061","TNIP2","hurdle",0.00753867577834721,0.4808303,3.2904554,2.8096251,0.574
"2168","PGM3","hurdle",0.258945056457303,6.381478,7.835685,1.454207,0.574
"1998","NFATC3","hurdle",0.211107889394008,4.916148,5.635327,0.719179,0.574
"1978","NCOR2","hurdle",0.21673059836515,3.221996,4.032379,0.810383,0.574
"1960","NAPEPLD","hurdle",0.248484562299157,5.514991,6.105109,0.590117999999999,0.574
"1214","GPR62","hurdle",1.52324265474473e-07,-3.156553,2.762181,5.918734,0.574
"783","DEK","hurdle",0.307361084155422,5.613004,6.566575,0.953571,0.574
"113","ANKRD18A","hurdle",0.104670099245752,2.816256,4.9367,2.120444,0.574
"3375","ZNF565","hurdle",0.0841619535396617,3.515515,4.664662,1.149147,0.573
"2900","SYVN1","hurdle",0.1556131195297,1.968557,4.04853,2.079973,0.573
"2529","RPS6KA5","hurdle",0.180781262214404,4.238273,5.117083,0.87881,0.573
"2474","RHOBTB1","hurdle",0.0194596959751817,2.032772,4.531464,2.498692,0.573
"2403","RALGDS","hurdle",0.0902994740668353,3.133582,3.679258,0.545676,0.573
"2302","PRKAA1","hurdle",0.186767463009806,5.198631,5.940538,0.741907,0.573
"2119","PAQR6","hurdle",0.0704115871343543,2.159765,3.822998,1.663233,0.573
"1993","NEK7","hurdle",0.182094537396134,4.389728,6.12047,1.730742,0.573
"1167","GJC2","hurdle",0.000620269584535061,-2.790515,1.727061,4.517576,0.573
"879","ECHDC1","hurdle",0.238846324028191,4.641214,6.503533,1.862319,0.573
"767","DCTN6","hurdle",0.230672949709939,5.640898,6.313265,0.672367,0.573
"747","CYP2J2","hurdle",0.191517925748807,5.008862,5.69737,0.688508000000001,0.573
"3276","ZBTB17","hurdle",0.0791901207309749,1.483548,2.134048,0.6505,0.572
"2956","TFEB","hurdle",0.0124620945091338,0.03291462,1.88957601,1.85666139,0.572
"2591","SEC22B","hurdle",0.340804840152954,6.70899,7.245127,0.536137,0.572
"1306","HNRNPH3","hurdle",0.320914194606233,7.026258,7.978003,0.951745,0.572
"541","CDCA7L","hurdle",0.075794111031287,1.974514,4.509962,2.535448,0.572
"78","AIMP1","hurdle",0.186896851003425,4.98176,6.117739,1.135979,0.572
"76","AHSA2","hurdle",0.203456366783362,4.226465,5.374856,1.148391,0.572
"3064","TNS1","hurdle",0.170078678108766,4.175657,5.259669,1.084012,0.571
"3037","TMEM33","hurdle",0.214526301989125,8.613811,9.241281,0.627470000000001,0.571
"2945","TECPR2","hurdle",0.302794082351675,4.166904,5.323636,1.156732,0.571
"2844","SRPK2","hurdle",0.0771819180877326,7.394461,8.063934,0.669473,0.571
"2670","SIRT1","hurdle",0.330951060734089,5.617056,6.462793,0.845737,0.571
"2446","RCHY1","hurdle",0.189744434381884,5.757017,6.98683,1.229813,0.571
"2413","RAPGEF6","hurdle",0.408946663206677,6.204132,6.724263,0.520130999999999,0.571
"1888","MRPL42","hurdle",0.384481115916289,5.823504,6.537443,0.713939,0.571
"1005","FAM188A","hurdle",0.292683141437551,5.805445,7.163001,1.357556,0.571
"915","ELF1","hurdle",0.155516944467606,5.532133,6.318983,0.78685,0.571
"594","CHD1L","hurdle",0.12370970100514,5.318522,7.001719,1.683197,0.571
"402","C2orf88","hurdle",0.144849625791325,3.818037,4.872051,1.054014,0.571
"3280","ZBTB7A","hurdle",0.19067444724815,1.09247,2.116645,1.024175,0.57
"3246","WDTC1","hurdle",0.0861671074081296,1.075941,3.658362,2.582421,0.57
"2748","SNHG6","hurdle",0.348368642867775,4.628991,5.212324,0.583333,0.57
"2285","PPP2R3C","hurdle",0.172664170923278,5.273779,6.442856,1.169077,0.57
"1774","MDM2","hurdle",0.367606704972431,7.769944,8.662978,0.893034000000001,0.57
"1583","LOC100133286","hurdle",0.0317299007665533,-0.7714461,2.2582809,3.029727,0.57
"1245","GUSBP9","hurdle",0.000793575520837868,-2.0978678,-0.1689762,1.9288916,0.57
"607","CHST6","hurdle",0.0678098099014657,0.2250601,2.5836964,2.3586363,0.57
"3231","WAC","hurdle",0.217830944946828,7.020466,7.727526,0.70706,0.569
"3144","TTLL4","hurdle",0.137094830897298,5.350512,6.043128,0.692616,0.569
"3079","TPMT","hurdle",0.205926929786731,4.145611,5.510129,1.364518,0.569
"3074","TP53TG1","hurdle",0.0827768776007217,2.896103,4.095924,1.199821,0.569
"2876","STX10","hurdle",0.0785853739571137,2.917907,3.640207,0.7223,0.569
"2792","SNX3","hurdle",0.222461984517662,6.83267,7.721603,0.888933,0.569
"2646","SGK3","hurdle",0.0143824569025581,-1.057191,1.692239,2.74943,0.569
"1970","NCAPD2","hurdle",0.0572591976471157,1.554862,4.338537,2.783675,0.569
"1853","MKRN3","hurdle",0.0109207870016847,1.800999,3.542584,1.741585,0.569
"1599","LOC100499489","hurdle",0.0124416777681193,-0.4750674,3.5906461,4.0657135,0.569
"1538","LIN54","hurdle",0.164441205665848,4.187246,5.820716,1.63347,0.569
"1404","JUNB","hurdle",0.366880391173991,3.033699,3.658362,0.624663,0.569
"932","ENOX2","hurdle",0.130111947485459,3.314139,4.600382,1.286243,0.569
"419","C5orf64","hurdle",0.0797431646678463,3.152755,5.76316,2.610405,0.569
"3402","ZNF676","hurdle",0.00372906468352561,-0.8747612,4.0914771,4.9662383,0.568
"3300","ZFPL1","hurdle",0.110584939647526,1.564768,2.551678,0.98691,0.568
"2686","SLC25A1","hurdle",0.0293577659765719,2.765621,4.150389,1.384768,0.568
"2461","RFFL","hurdle",0.0240209227841514,0.8580213,2.7396207,1.8815994,0.568
"2434","RBM7","hurdle",0.172804470970538,4.371502,5.269545,0.898042999999999,0.568
"2042","NRIP2","hurdle",0.214844841436981,4.181463,5.076028,0.894565,0.568
"1493","KLRC1","hurdle",0.00252895424654763,-2.917149,-1.266075,1.651074,0.568
"1321","HS3ST5","hurdle",0.148718829125929,3.821347,4.798924,0.977577000000001,0.568
"1172","GLIPR2","hurdle",0.0208300861979273,1.377388,4.730497,3.353109,0.568
"453","CAHM","hurdle",0.0260592134442202,-0.09849304,1.66854913,1.76704217,0.568
"386","C20orf30","hurdle",0.269581732926397,5.535914,6.259768,0.723854,0.568
"1708","LRRC8B","hurdle",0.120780773113357,6.191879,6.956582,0.764703,0.567
"1358","IKZF2","hurdle",0.205254859096938,4.369243,5.85326,1.484017,0.567
"530","CDC14B","hurdle",0.389115587371055,5.30765,6.110614,0.802964,0.567
"333","C15orf24","hurdle",0.0149208478025319,4.402765,5.71193,1.309165,0.567
"59","ADPGK","hurdle",0.118867524496362,2.825349,4.158915,1.333566,0.567
"2837","SRD5A3","hurdle",0.106114049285259,3.136242,4.571932,1.43569,0.566
"2565","SAV1","hurdle",0.232820749420957,4.196833,5.138797,0.941964,0.566
"2564","SATB2","hurdle",0.00860099684134037,4.469142,5.932479,1.463337,0.566
"1678","LOC646576","hurdle",0.0095755545971143,0.7123418,4.439973,3.7276312,0.566
"853","DSCAML1","hurdle",0.110888476506408,1.773928,2.833156,1.059228,0.566
"522","CD2BP2","hurdle",0.181228954496334,3.090346,5.402945,2.312599,0.566
"341","C16orf70","hurdle",0.169279845559875,4.063803,4.836615,0.772812,0.566
"3170","UBE2G1","hurdle",0.380140282454747,6.242052,6.77645,0.534397999999999,0.565
"2436","RBP1","hurdle",0.172176262365724,3.226371,3.91396,0.687589,0.565
"2414","RARRES3","hurdle",0.0780793926425773,1.315371,3.255103,1.939732,0.565
"2334","PSMF1","hurdle",0.319988082100865,5.069781,6.362544,1.292763,0.565
"2144","PDCD6IP","hurdle",0.36297260031263,6.690108,7.463912,0.773803999999999,0.565
"1951","NAA16","hurdle",0.143675992918419,5.596682,6.710915,1.114233,0.565
"1764","MBOAT2","hurdle",0.3063079686905,4.896868,6.237298,1.34043,0.565
"1519","LCORL","hurdle",0.186854760379604,3.870495,5.902328,2.031833,0.565
"1048","FARP2","hurdle",0.235487725472991,3.235082,4.698686,1.463604,0.565
"865","DUSP3","hurdle",0.26395792279133,5.608582,6.124829,0.516247,0.565
"864","DUSP22","hurdle",0.076545428099317,1.989301,3.073099,1.083798,0.565
"806","DIMT1","hurdle",0.199250477567224,5.188255,6.002845,0.81459,0.565
