"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.neurons","log2fold_change","Auc"
"5835","PRAF2","hurdle",1.12474519484835e-06,2.829138,4.093991,1.264853,0.649
"5778","PPAT","hurdle",1.75936077874984e-06,4.461729,5.328274,0.866545,0.649
"5542","PFKP","hurdle",3.00654422789936e-06,5.254912,5.769719,0.514807,0.649
"5006","NEFH","hurdle",1.24389716393549e-09,1.479392,4.173042,2.69365,0.649
"4883","MYO16","hurdle",2.63985335241893e-09,2.014912,4.647859,2.632947,0.649
"4314","LYNX1","hurdle",1.74143138967607e-07,1.389281,3.319834,1.930553,0.649
"3502","KIAA0947","hurdle",2.38170484809179e-05,4.71813,6.000189,1.282059,0.649
"3464","KCTD6","hurdle",2.81672562567076e-06,5.502101,6.134481,0.63238,0.649
"3096","HMOX2","hurdle",8.14449879739355e-06,5.449261,6.003798,0.554537,0.649
"2821","GPD1L","hurdle",1.74070062885147e-08,2.442987,4.544997,2.10201,0.649
"2201","ERP29","hurdle",1.13344399569384e-06,4.438587,5.021215,0.582628,0.649
"2169","EPDR1","hurdle",3.91487489707558e-08,2.521769,5.418587,2.896818,0.649
"2155","ENSA","hurdle",1.82795704973687e-06,5.56954,6.229274,0.659734,0.649
"2084","EFNB3","hurdle",9.61783573293252e-09,2.15822,4.379729,2.221509,0.649
"1829","DDX55","hurdle",8.06610698602669e-07,3.443503,4.344926,0.901423,0.649
"959","C2orf56","hurdle",1.58753769610023e-06,3.389996,4.476896,1.0869,0.649
"8112","YEATS2","hurdle",1.51190832160059e-05,4.554748,5.563722,1.008974,0.648
"8102","XRCC1","hurdle",5.86437888127246e-08,1.629243,3.976476,2.347233,0.648
"7771","TTBK2","hurdle",1.08394060148427e-05,5.21864,5.890851,0.672211,0.648
"7162","STIM1","hurdle",8.18082419290978e-07,3.297744,4.531727,1.233983,0.648
"6833","SMYD3","hurdle",1.75601293612786e-07,2.677779,5.112223,2.434444,0.648
"5958","PTCHD4","hurdle",2.17235735123032e-13,-3.065153,3.402351,6.467504,0.648
"5243","NYAP2","hurdle",8.89754304623048e-11,0.1203692,4.1208255,4.0004563,0.648
"4767","MRPL28","hurdle",1.07578775081734e-07,2.408112,4.011039,1.602927,0.648
"4535","MICAL1","hurdle",3.10158020805628e-08,3.385521,5.139348,1.753827,0.648
"4404","MAPK8IP2","hurdle",1.55464752595181e-07,1.144301,3.81606,2.671759,0.648
"3281","ING5","hurdle",3.68401757262539e-07,2.502059,4.115117,1.613058,0.648
"3138","HSBP1","hurdle",2.21065229052259e-05,6.730957,7.945828,1.214871,0.648
"2311","FAM168B","hurdle",2.71735872388969e-05,4.755373,5.766081,1.010708,0.648
"2196","ERI3","hurdle",9.47879835278584e-06,3.941082,4.968724,1.027642,0.648
"1906","DLGAP4","hurdle",1.32361484946989e-06,1.914117,3.342811,1.428694,0.648
"1852","DFNA5","hurdle",1.23052605266299e-06,3.51572,6.07724,2.56152,0.648
"1397","CERS5","hurdle",7.9662131564185e-06,4.727355,6.136674,1.409319,0.648
"1386","CEP57","hurdle",1.78770706555327e-05,5.634156,6.245912,0.611756,0.648
"20","ABCA3","hurdle",7.81019746487765e-07,2.877107,3.953201,1.076094,0.648
"7222","SURF2","hurdle",1.7245571757972e-08,2.012592,3.498056,1.485464,0.647
"6799","SLIT2","hurdle",8.01044912541093e-09,3.384624,5.554144,2.16952,0.647
"6590","SH2D3C","hurdle",4.76908725487472e-09,0.7797918,3.3887469,2.6089551,0.647
"6573","SFI1","hurdle",1.740142551757e-06,2.007941,3.835477,1.827536,0.647
"6255","RNF165","hurdle",2.15154425130509e-09,-0.3671275,4.1675369,4.5346644,0.647
"6155","RCOR3","hurdle",7.99283131210471e-06,5.951989,6.585662,0.633673,0.647
"5736","POLDIP2","hurdle",1.71165365117602e-06,4.986588,5.643878,0.65729,0.647
"5560","PGP","hurdle",6.37677352903886e-09,2.203669,3.03549,0.831821,0.647
"4775","MRPL42","hurdle",6.03478313484302e-06,5.354899,6.419732,1.064833,0.647
"3637","L3MBTL4","hurdle",3.54301168891769e-08,3.565629,5.022571,1.456942,0.647
"3606","KPNB1","hurdle",6.09527250423457e-05,5.977934,6.556591,0.578657,0.647
"2962","GUSBP11","hurdle",3.04114483698899e-07,3.216425,4.453965,1.23754,0.647
"1903","DLG5","hurdle",7.78751856639306e-06,5.177297,5.930394,0.753096999999999,0.647
"1548","COA5","hurdle",1.13335399281227e-05,4.606427,5.364546,0.758119,0.647
"1169","CBLB","hurdle",6.74385575404312e-07,3.027145,4.809359,1.782214,0.647
"902","C1orf216","hurdle",2.5868321259588e-08,3.548917,5.506002,1.957085,0.647
"900","C1orf21","hurdle",8.86856155274141e-06,3.401567,5.284866,1.883299,0.647
"719","BTN2A1","hurdle",1.26103553430413e-06,3.249307,5.128685,1.879378,0.647
"7921","USE1","hurdle",3.09992453257897e-07,3.309131,4.152753,0.843622,0.646
"7781","TTC39B","hurdle",4.7611884467647e-09,2.640705,3.979271,1.338566,0.646
"7263","SYT16","hurdle",2.37619379526744e-11,-1.030294,3.770789,4.801083,0.646
"6915","SNORD114-3","hurdle",2.36965653609884e-11,-1.794299,2.770869,4.565168,0.646
"6732","SLC37A3","hurdle",1.26423652437709e-06,3.366572,6.218518,2.851946,0.646
"6377","RSF1","hurdle",1.55381677329549e-05,6.570289,7.190285,0.619996,0.646
"6362","RRM1","hurdle",7.92188331900267e-07,4.178435,5.199927,1.021492,0.646
"6141","RBM4B","hurdle",6.70495057126447e-06,4.555147,5.689833,1.134686,0.646
"5747","POLR2K","hurdle",2.3738684945887e-05,4.910758,5.669853,0.759094999999999,0.646
"5731","PODXL2","hurdle",1.2196015201385e-13,-2.916289,2.380416,5.296705,0.646
"5579","PHLPP2","hurdle",3.93120866312389e-06,4.491187,5.30979,0.818603,0.646
"5230","NUP62","hurdle",4.08751935377037e-06,2.686537,4.339496,1.652959,0.646
"4063","LOC338651","hurdle",2.52006898410367e-12,-0.5065656,2.5666757,3.0732413,0.646
"4012","LOC254559","hurdle",3.00903315779377e-08,1.13153,4.228143,3.096613,0.646
"3779","LOC100128590","hurdle",2.02538345886223e-06,2.879655,4.339496,1.459841,0.646
"3541","KIF21B","hurdle",1.90770449381689e-06,3.287227,4.664022,1.376795,0.646
"3515","KIAA1324L","hurdle",2.53247035218807e-06,5.155909,6.123466,0.967556999999999,0.646
"3171","HTR2A","hurdle",1.24729949336695e-10,2.456704,5.678265,3.221561,0.646
"2335","FAM19A5","hurdle",7.6796499818947e-06,3.37743,4.260106,0.882676,0.646
"1575","COMMD1","hurdle",6.89130244653084e-07,4.392942,5.204116,0.811174,0.646
"1552","COG1","hurdle",2.18366613464045e-06,4.347187,5.094604,0.747417,0.646
"1235","CCDC64","hurdle",2.14111443149836e-11,-0.1129812,3.0192809,3.1322621,0.646
"1083","CABIN1","hurdle",1.34501687757112e-05,3.705763,4.88212,1.176357,0.646
"685","BPHL","hurdle",2.50713536352117e-07,2.805212,4.444386,1.639174,0.646
"570","AURKAIP1","hurdle",2.90747691864014e-07,1.610958,3.425086,1.814128,0.646
"172","AGAP4","hurdle",4.96720055452733e-08,0.1959202,2.270586,2.0746658,0.646
"99","ACVR2B","hurdle",1.61156523768554e-06,3.953229,5.221045,1.267816,0.646
"8099","XPO1","hurdle",4.22583387995302e-05,6.538998,7.149832,0.610834,0.645
"8081","WRNIP1","hurdle",5.63892347636519e-06,3.983156,4.954587,0.971431,0.645
"6848","SND1","hurdle",1.10850406902241e-06,3.053337,4.686436,1.633099,0.645
"6083","RAI1","hurdle",2.10388427727265e-08,0.5812104,3.2311369,2.6499265,0.645
"5463","PCNT","hurdle",2.20367702720291e-05,5.600376,6.332776,0.7324,0.645
"5462","PCMTD1","hurdle",1.41519592611365e-06,5.984015,6.519978,0.535963,0.645
"5327","OSGEP","hurdle",3.64238986663017e-05,5.332522,6.474136,1.141614,0.645
"5078","NME1-NME2","hurdle",5.59230329640536e-09,-0.2735651,1.4866063,1.7601714,0.645
"4950","NCOA2","hurdle",4.11427601230167e-06,4.29517,6.232207,1.937037,0.645
"3994","LOC152217","hurdle",5.15317915129242e-09,1.431571,3.725716,2.294145,0.645
"3654","LARP4","hurdle",2.83917749547923e-05,5.065362,6.6287,1.563338,0.645
"3557","KIRREL3","hurdle",1.4126672744857e-09,0.7184862,3.6627621,2.9442759,0.645
"3340","ITGB1BP1","hurdle",5.02390080871418e-06,4.877999,5.717724,0.839725,0.645
"2868","GPR83","hurdle",1.54383983559878e-11,-0.5746942,6.4348319,7.0095261,0.645
"2102","EIF2B1","hurdle",3.55373529369604e-06,3.419189,5.245346,1.826157,0.645
"1578","COMMD9","hurdle",1.3092468815684e-05,4.642131,5.297802,0.655671,0.645
"1393","CERK","hurdle",3.32797903606957e-07,1.83755,4.099783,2.262233,0.645
"1330","CDIPT","hurdle",3.02268519277853e-06,2.363299,3.875795,1.512496,0.645
"1230","CCDC43","hurdle",2.69524492179581e-07,4.438155,5.062996,0.624841,0.645
"552","ATP8B2","hurdle",6.54835729931688e-06,4.031505,5.394178,1.362673,0.645
"469","ASCC3","hurdle",1.52339848667245e-05,4.660399,5.537405,0.877006,0.645
"8463","ZYX","hurdle",4.05915405593601e-06,3.477543,4.166311,0.688768,0.644
"7985","VPS33A","hurdle",2.03294154801983e-08,3.840038,4.850404,1.010366,0.644
"7883","ULK2","hurdle",4.93620624426671e-05,5.121069,6.26494,1.143871,0.644
"7558","TMEM57","hurdle",6.43022455393821e-06,3.936806,5.041421,1.104615,0.644
"7117","SSRP1","hurdle",1.19171614795872e-05,4.454911,5.11921,0.664299,0.644
"7049","SPCS3","hurdle",4.33318349947619e-05,5.23962,6.031505,0.791885,0.644
"7048","SPATS2","hurdle",6.48394996206016e-07,3.380132,4.28065,0.900517999999999,0.644
"6981","SNRNP25","hurdle",8.66738864800862e-08,3.107601,4.515447,1.407846,0.644
"6604","SHANK3","hurdle",4.17982072576528e-07,2.122092,3.020639,0.898547,0.644
"6088","RANBP17","hurdle",1.18479582818711e-07,3.938029,5.085226,1.147197,0.644
"6003","PUS7","hurdle",1.02232902264817e-07,1.970184,4.851549,2.881365,0.644
"5945","PSMD2","hurdle",6.48259772909386e-05,5.70429,6.746819,1.042529,0.644
"5865","PRKCZ","hurdle",9.11186207077966e-09,2.219847,4.068618,1.848771,0.644
"5563","PGRMC2","hurdle",7.94311691724434e-06,4.511455,5.014076,0.502621,0.644
"5056","NIPSNAP3A","hurdle",3.33834751714225e-06,4.340729,5.960241,1.619512,0.644
"4528","MGRN1","hurdle",6.14955388775648e-06,2.542821,3.342811,0.79999,0.644
"4309","LY6H","hurdle",8.9070486807259e-12,-2.847248,1.87677,4.724018,0.644
"3505","KIAA1045","hurdle",6.35911360043952e-08,4.186175,5.36855,1.182375,0.644
"3475","KGFLP2","hurdle",1.51467630632378e-07,2.160317,3.592377,1.43206,0.644
"3383","KAT6B","hurdle",1.83959543949114e-05,5.577998,6.106304,0.528306,0.644
"3360","JAZF1","hurdle",1.77584683923883e-06,4.964255,5.736229,0.771974,0.644
"3110","HOOK2","hurdle",1.21530944362481e-08,1.353067,2.989084,1.636017,0.644
"2610","FSD1","hurdle",5.26807652032157e-11,-1.303312,4.232836,5.536148,0.644
"2357","FAM40A","hurdle",1.57483067264995e-05,5.192491,5.725237,0.532745999999999,0.644
"1649","CRIP2","hurdle",1.48333877926235e-06,3.869179,4.972587,1.103408,0.644
"1574","COLQ","hurdle",3.2256955764412e-08,1.601727,4.434743,2.833016,0.644
"1195","CCDC115","hurdle",5.35839542793682e-06,4.182052,5.173317,0.991265,0.644
"692","BRD4","hurdle",2.51569513732335e-05,3.107601,4.070586,0.962985,0.644
"264","ANAPC11","hurdle",1.59985341992274e-05,4.665945,5.287406,0.621461,0.644
"8170","ZDHHC13","hurdle",8.46738989090468e-07,3.293928,5.047761,1.753833,0.643
"7994","VRK1","hurdle",2.52907900031397e-07,1.492769,4.475412,2.982643,0.643
"7411","THRAP3","hurdle",4.30762599140015e-05,7.467309,8.059091,0.591782,0.643
"6853","SNHG6","hurdle",7.22354704927236e-05,4.436425,4.997968,0.561543,0.643
"6652","SLC16A7","hurdle",8.00480552868133e-09,2.531523,4.134685,1.603162,0.643
"6638","SKP1P2","hurdle",0.000317249320311304,4.349027,5.086847,0.737819999999999,0.643
"6354","RPSAP58","hurdle",1.91744124771575e-05,3.420064,4.789586,1.369522,0.643
"6272","RNF4","hurdle",1.39555998899127e-05,4.052547,5.916057,1.86351,0.643
"6124","RBBP5","hurdle",1.83383569722198e-05,5.921555,6.463568,0.542013000000001,0.643
"5894","PRPS1","hurdle",1.86413874600935e-07,2.85397,3.856157,1.002187,0.643
"5823","PPP2R5E","hurdle",1.6816090415397e-05,5.329496,6.165037,0.835541,0.643
"5545","PGAM1","hurdle",3.54866292214865e-05,3.113025,4.546411,1.433386,0.643
"5430","PCDH20","hurdle",1.06363363942457e-07,3.378331,5.135594,1.757263,0.643
"4789","MRPS24","hurdle",1.21922096164597e-07,0.2040757,2.0248394,1.8207637,0.643
"4726","MORN2","hurdle",1.29064903022906e-07,2.928463,4.57164,1.643177,0.643
"4711","MMP24","hurdle",3.65388433106627e-08,2.579331,4.266415,1.687084,0.643
"4056","LOC286002","hurdle",2.56468010290739e-11,-0.3079439,5.3156094,5.6235533,0.643
"3996","LOC155060","hurdle",4.19109174328488e-07,1.389281,3.039513,1.650232,0.643
"3684","LGALSL","hurdle",1.81427807537736e-07,5.666793,6.48389,0.817097,0.643
"3469","KDM1A","hurdle",2.85499741504225e-05,5.261521,5.807178,0.545657,0.643
"2811","GOSR2","hurdle",2.09055921364665e-06,3.942911,5.478848,1.535937,0.643
"1886","DIP2A","hurdle",3.42074228884484e-05,5.682201,6.23528,0.553079,0.643
"1796","DCK","hurdle",9.43238596902576e-07,3.172421,5.011347,1.838926,0.643
"1775","DBC1","hurdle",7.94133913609214e-06,5.032536,5.931116,0.89858,0.643
"1183","CC2D1A","hurdle",1.08069947597666e-07,1.756691,4.20981,2.453119,0.643
"1126","CAMK1","hurdle",3.07324686191906e-07,2.503712,3.826966,1.323254,0.643
"129","ADARB1","hurdle",7.64886650370449e-08,2.988714,4.005565,1.016851,0.643
"8010","VWC2","hurdle",3.14304823221874e-13,-1.794299,3.72738,5.521679,0.642
"7958","VAT1L","hurdle",5.46236318837596e-06,2.817225,5.846945,3.02972,0.642
"7529","TMEM223","hurdle",3.61347976851741e-07,2.957698,3.99317,1.035472,0.642
"6275","RNF6","hurdle",5.83229447996862e-06,4.935766,5.745906,0.81014,0.642
"6103","RASA2","hurdle",9.42945703160466e-06,3.207325,4.008305,0.80098,0.642
"5630","PJA2","hurdle",1.30223639812222e-05,8.47698,9.119418,0.642438,0.642
"5570","PHF15","hurdle",1.81543819840904e-08,1.506023,3.071307,1.565284,0.642
"5555","PGD","hurdle",2.31613540760527e-05,4.695531,6.080335,1.384804,0.642
"4969","NDUFA10","hurdle",4.25485357129217e-05,5.534801,6.471036,0.936235,0.642
